"Merchant transaction ID","Merchant transaction ID"
Timestamp,Timestamp
"Transaction type","Transaction type"
"Session ID","Session ID"
"Transaction Linking","Transaction Linking"
"User-agent HTTP header","User-agent HTTP header"
"Accept-language header	","Accept-language header	"
"MaxMind Fraud Report Data","MaxMind Fraud Report Data"
Insights,Insights
"minFraud Insights Outputs","minFraud Insights Outputs"
"Free Email","Free Email"
"Legacy API","Legacy API"
"MaxMind ID","MaxMind ID"
"Error Message","Error Message"
"IP Address Location Checks","IP Address Location Checks"
Distance,Distance
"Country Match","Country Match"
"Country Code","Country Code"
"High Risk Country","High Risk Country"
"IP Region","IP Region"
"IP City","IP City"
"IP Latitude","IP Latitude"
"IP Longitude","IP Longitude"
"IP ISP","IP ISP"
"IP Organization","IP Organization"
"Address and Phone Number Checks","Address and Phone Number Checks"
"Customer Phone in Billing Location","Customer Phone in Billing Location"
"Shipping Address is known mail drop","Shipping Address is known mail drop"
"City and Postcode Match","City and Postcode Match"
"Shipping City and Postcode Match","Shipping City and Postcode Match"
"E-mail and Login Checks","E-mail and Login Checks"
"Free Email Address","Free Email Address"
"High Risk Email","High Risk Email"
"High Risk Username","High Risk Username"
"High Risk Password","High Risk Password"
"Proxy Checks","Proxy Checks"
"Anonymous Proxy","Anonymous Proxy"
"Proxy Score","Proxy Score"
"IP Corporate Proxy","IP Corporate Proxy"
Score,Score
"minFraud Score Outputs","minFraud Score Outputs"
MaxMind,MaxMind
"General Configuration","General Configuration"
Enable,Enable
"minFraud API Version","minFraud API Version"
"Enable Chargeback Reporting","Enable Chargeback Reporting"
"Score Threshold","Score Threshold"
"Hold Order","Hold Order"
"Send email when order status is 'On Hold'","Send email when order status is 'On Hold'"
"Email Subject","Email Subject"
"Email Content","Email Content"
"Force IP","Force IP"
"IP Exceptions","IP Exceptions"
"Minimum Order Amount","Minimum Order Amount"
"Connection Configuration","Connection Configuration"
"Api Hostname","Api Hostname"
"API Hostname","API Hostname"
"MaxMind License Key","MaxMind License Key"
"MaxMind Account Id","MaxMind Account Id"
"Disable cURL Server Certificate Check","Disable cURL Server Certificate Check"
"Fraud Estimation","Fraud Estimation"
